type,a,b,c,d,e,f,g,h,i,j,k,l,m
1,117.60,8,679,176,11.00,1.00,0.00,0.00,26.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,2.15,8,0,48,9.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.43,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,1.11,49,128,219,0.00,0.00,0.00,0.00,15.00,19.00,0.00,0.00,0.00
1,1.98,8,0,48,0.00,0.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
1,1.99,8,0,48,1.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.01
1,40.19,8,2370,308,2.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.01
1,0.00,8,0,76,3.00,1.00,0.00,0.00,8.00,100.00,0.12,0.00,0.01
1,4.57,8,612,176,4.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.01
1,5.39,8,625,176,5.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.01
1,9.46,8,100,137,6.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.01
1,16.28,8,102,137,7.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.01
1,1.72,8,0,48,6.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.01
1,4.59,8,628,176,7.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.01
1,4.59,8,653,176,8.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00
1,17.84,8,5102,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,2.07,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,1.63,8,0,48,1.00,1.00,0.00,0.00,18.00,100.00,0.00,0.00,0.01
1,1.65,8,0,48,1.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.01
1,4.52,8,599,176,2.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,2.46,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.58,8,617,176,2.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.01
1,4.59,8,659,176,3.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.01
1,4.55,8,615,176,4.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.01
1,76.01,8,34272,245,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
-1,1.16,49,128,219,0.00,0.00,0.00,0.50,0.00,19.00,0.00,0.00,0.00
-1,1.12,49,128,219,1.00,1.00,0.00,0.33,15.00,20.00,0.00,0.00,0.00
1,6.20,8,124,166,6.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.01
-1,6.25,49,2475,1469,2.00,1.00,0.00,0.00,1.00,20.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.58,8,0,48,1.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.01
1,6.37,8,2312,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,0.00,8,0,48,2.00,1.00,0.00,0.00,21.00,100.00,0.05,0.00,0.01
1,4.36,8,603,176,3.00,1.00,0.00,0.00,12.00,100.00,0.00,0.00,0.01
1,4.35,8,608,176,4.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.01
1,4.36,8,619,176,5.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,21.00,100.00,0.05,0.00,0.01
1,4.33,8,608,176,7.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,1.15,49,128,219,0.00,0.00,0.00,1.00,0.00,21.00,0.00,0.00,0.00
1,1.70,8,0,48,2.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.01
1,351.33,8,29390,294,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.01
1,0.00,8,0,48,2.00,1.00,0.00,0.00,21.00,100.00,0.05,0.00,0.01
-1,6.64,49,2467,1518,1.00,1.00,0.00,0.50,1.00,22.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,3.00,0.00,0.00,1.00
-1,0.00,20,0,0,2.00,0.00,0.00,0.00,14.00,59.00,0.00,0.00,0.02
1,2.55,8,0,48,3.00,1.00,0.00,0.00,22.00,100.00,0.00,0.00,0.01
1,4.37,8,651,176,4.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.01
1,4.54,8,635,176,5.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.01
1,4.45,8,620,176,6.00,1.00,0.00,0.00,18.00,100.00,0.00,0.00,0.01
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,22.00,100.00,0.05,0.00,0.00
-1,1.15,49,128,219,2.00,0.50,0.00,0.67,15.00,23.00,0.00,0.00,0.00
1,4.50,8,633,176,6.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,23.00,100.00,0.04,0.00,0.00
1,11.46,8,114,166,7.00,1.00,0.00,0.00,24.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,3.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,2.14,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.47,8,629,176,2.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.00
1,4.34,8,603,176,3.00,1.00,0.00,0.00,21.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,25.00,100.00,0.04,0.00,0.00
1,4.34,8,639,176,3.00,1.00,0.00,0.00,22.00,100.00,0.00,0.00,0.00
1,8.73,8,122,166,4.00,1.00,0.00,0.00,25.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,3.00,0.00,0.00,1.00
1,0.00,8,0,76,5.00,1.00,0.00,0.00,5.00,100.00,0.20,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,26.00,100.00,0.04,0.00,0.00
1,0.00,8,0,48,7.00,1.00,0.00,0.00,27.00,100.00,0.04,0.00,0.00
1,3.82,8,2205,167,8.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.03,8,2205,167,9.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,4.39,8,617,176,10.00,1.00,0.00,0.00,23.00,100.00,0.00,0.00,0.00
-1,2.25,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,9.00,1.00,0.00,0.00,28.00,100.00,0.04,0.00,0.00
1,4.55,8,2227,167,10.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,10.28,8,2316,245,11.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,670.31,8,2109,302,12.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,10,0,10.00,1.00,0.00,0.00,9.00,100.00,0.22,0.00,0.00
1,4.26,8,2260,167,11.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,2.90,8,916,175,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.45,8,609,176,7.00,1.00,0.00,0.00,24.00,100.00,0.00,0.00,0.00
1,4.47,8,611,176,8.00,1.00,0.00,0.00,25.00,100.00,0.00,0.00,0.00
1,4.55,8,611,176,9.00,1.00,0.00,0.00,26.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,27.00,100.00,0.04,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,1.00,15.00,23.00,0.00,0.00,0.00
1,4.50,8,637,176,5.00,1.00,0.00,0.00,27.00,100.00,0.00,0.00,0.00
1,0.00,8,0,8,2.00,1.00,0.00,0.00,12.00,100.00,0.08,0.00,0.00
1,0.00,8,10,0,2.00,1.00,0.00,0.00,7.00,100.00,0.29,0.00,0.00
-1,0.00,49,376,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,4.52,8,614,176,2.00,1.00,0.00,0.00,28.00,100.00,0.00,0.00,0.00
1,4.52,8,604,176,3.00,1.00,0.00,0.00,29.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,8.26,8,118,166,2.00,1.00,0.00,0.00,28.00,100.00,0.00,0.00,0.00
1,7.90,8,104,137,1.00,1.00,0.00,0.00,29.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,30.00,100.00,0.07,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.33,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.32,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,10.00,100.00,0.20,0.00,0.00
-1,1.12,49,128,219,0.00,0.00,0.00,0.33,15.00,23.00,0.00,0.00,0.00
-1,0.00,49,0,0,1.00,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,2.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,31.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,2.00,1.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,32.00,100.00,0.06,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,33.12,8,5123,245,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,33,0,3.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,67.67,8,123,137,2.00,1.00,0.00,0.00,34.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,35.00,100.00,0.06,0.00,0.00
1,9.18,8,3034,325,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,33,0,2.00,1.00,0.00,0.00,36.00,100.00,0.03,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,16.00,24.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,37.00,100.00,0.05,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,38.00,100.00,0.05,0.00,0.00
1,0.00,8,0,76,5.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,6.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,39.00,100.00,0.05,0.00,0.00
1,10.58,8,2549,308,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,13.23,8,2533,308,6.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,40.00,100.00,0.05,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,41,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,2.25,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,41.00,100.00,0.05,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,41.00,100.00,0.05,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,16.00,24.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,88.00,100.00,1.00,0.00,0.00
-1,7.26,49,51,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.76,8,0,0,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,42,0,1.00,1.00,0.00,0.00,42.00,100.00,0.02,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,107.80,8,39671,245,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.44,8,624,176,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,5.44,8,645,176,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,5.45,8,670,176,4.00,1.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00
1,5.47,8,624,176,5.00,1.00,0.00,0.00,3.00,100.00,0.00,0.00,0.00
-1,2.07,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,0.00,0.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,16.00,24.00,0.00,0.00,0.00
1,2.58,8,2650,678,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,11.11,8,3070,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,1.29,8,2449,308,2.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,4.75,8,650,176,3.00,1.00,0.00,0.00,4.00,100.00,0.00,0.00,0.00
1,5.55,8,666,176,4.00,1.00,0.00,0.00,5.00,100.00,0.00,0.00,0.00
1,5.40,8,647,176,5.00,1.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00
1,5.55,8,619,176,6.00,1.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,1.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,1.00,0.00,0.00,1.00
1,0.00,8,0,48,7.00,1.00,0.00,0.00,38.00,100.00,0.05,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,39.00,100.00,0.05,0.00,0.00
-1,2.04,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,1.61,8,2206,167,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,2.12,8,0,48,2.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
1,4.38,8,664,176,3.00,1.00,0.00,0.00,8.00,100.00,0.00,0.00,0.00
1,4.31,8,660,176,3.00,1.00,0.00,0.00,9.00,100.00,0.00,0.00,0.00
1,4.31,8,634,176,4.00,1.00,0.00,0.00,10.00,100.00,0.00,0.00,0.00
1,4.31,8,636,176,5.00,1.00,0.00,0.00,11.00,100.00,0.00,0.00,0.00
-1,2.25,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.96,8,0,48,6.00,1.00,0.00,0.00,37.00,100.00,0.00,0.00,0.00
-1,1.12,49,128,219,0.00,0.00,0.00,0.00,15.00,23.00,0.00,0.00,0.00
1,4.41,8,618,176,0.00,0.00,0.00,0.00,12.00,100.00,0.00,0.00,0.00
1,4.32,8,623,176,1.00,1.00,0.00,0.00,13.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,4.34,8,619,176,2.00,1.00,0.00,0.00,14.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,37.00,100.00,0.05,0.00,0.00
1,1.90,8,0,48,4.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
1,4.35,8,623,176,5.00,1.00,0.00,0.00,15.00,100.00,0.00,0.00,0.00
1,3.85,8,2216,167,6.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,3.07,8,2206,167,5.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,3.17,8,2206,167,6.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.73,8,0,48,6.00,1.00,0.00,0.00,36.00,100.00,0.00,0.00,0.00
1,4.37,8,620,176,7.00,1.00,0.00,0.00,16.00,100.00,0.00,0.00,0.00
1,2.11,8,2189,167,4.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.46,8,648,176,5.00,1.00,0.00,0.00,17.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
1,4.45,8,651,176,5.00,1.00,0.00,0.00,18.00,100.00,0.00,0.00,0.00
1,4.38,8,636,176,6.00,1.00,0.00,0.00,19.00,100.00,0.00,0.00,0.00
1,0.00,8,0,0,5.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
1,0.00,8,0,0,6.00,1.00,0.00,0.00,3.00,100.00,0.33,0.00,0.00
1,0.00,8,0,48,7.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.50,0.00,3.00,0.00,0.00,1.00
-1,1.17,49,128,219,0.00,0.00,0.00,0.50,16.00,22.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,1.00
1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,2.36,49,0,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,76,3.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
1,4.40,8,618,176,4.00,1.00,0.00,0.00,20.00,100.00,0.00,0.00,0.00
1,4.40,8,652,176,5.00,1.00,0.00,0.00,21.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,34.00,100.00,0.03,0.00,0.00
1,2.09,8,0,48,4.00,1.00,0.00,0.00,35.00,100.00,0.00,0.00,0.00
1,4.46,8,636,176,5.00,1.00,0.00,0.00,22.00,100.00,0.00,0.00,0.00
1,4.45,8,642,176,6.00,1.00,0.00,0.00,23.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,1.80,8,0,48,1.00,1.00,0.00,0.00,34.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,4.43,8,617,176,1.00,1.00,0.00,0.00,24.00,100.00,0.00,0.00,0.00
1,4.35,8,644,176,2.00,1.00,0.00,0.00,25.00,100.00,0.00,0.00,0.00
1,14.81,8,10359,338,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,8,4.00,1.00,0.00,0.00,3.00,100.00,0.33,0.00,0.00
1,4.48,8,636,176,5.00,1.00,0.00,0.00,26.00,100.00,0.00,0.00,0.00
1,4.39,8,628,176,6.00,1.00,0.00,0.00,27.00,100.00,0.00,0.00,0.00
1,11.01,8,100,166,7.00,1.00,0.00,0.00,31.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,7.00,1.00,0.00,0.00,32.00,100.00,0.03,0.00,0.00
1,1.68,8,10,29,8.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
1,2.24,8,2446,308,9.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,2.31,8,2476,308,10.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
1,11.23,8,108,166,11.00,1.00,0.00,0.00,32.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,158,0,0.00,0.00,0.00,0.00,5.00,100.00,0.00,1.00,1.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.50,17.00,23.00,0.00,0.00,0.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,33.00,100.00,0.03,0.00,0.00
1,4.68,8,656,176,6.00,1.00,0.00,0.00,28.00,100.00,0.00,0.00,0.00
1,4.75,8,619,176,7.00,1.00,0.00,0.00,29.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,34.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,35.00,100.00,0.06,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,36.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,130,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
-1,2.24,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,12.94,8,3673,434,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,1.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
1,3.43,8,10,29,2.00,1.00,0.00,0.00,2.00,100.00,0.50,0.00,0.00
-1,1.17,49,128,219,0.00,0.00,0.00,1.00,17.00,23.00,0.00,0.00,0.00
1,2.78,8,2178,167,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,3.08,8,2367,308,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,2.47,8,2557,308,3.00,1.00,0.00,0.00,1.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-1,0.00,49,22,0,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,3.00,1.00,0.00,0.00,38.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,38.00,100.00,0.03,0.00,0.00
1,11.31,8,111,166,5.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
1,0.00,8,0,48,4.00,1.00,0.00,0.00,38.00,100.00,0.03,0.00,0.00
1,8.94,8,104,166,4.00,1.00,0.00,0.00,39.00,100.00,0.00,0.00,0.00
1,690.59,8,0,106,5.00,1.00,0.00,0.00,39.00,100.00,0.00,0.00,0.00
1,0.40,8,0,0,3.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,0.00,8,0,76,3.00,1.00,0.00,0.00,4.00,100.00,0.25,0.00,0.00
1,0.00,8,0,76,4.00,1.00,0.00,0.00,5.00,100.00,0.20,0.00,0.00
1,2.38,8,0,48,5.00,1.00,0.00,0.00,37.00,100.00,0.00,0.00,0.00
-1,0.00,27,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,628.21,8,11,39,6.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,5.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
1,0.00,8,0,48,6.00,1.00,0.00,0.00,37.00,100.00,0.03,0.00,0.00
1,5.73,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,0.00,8,0,48,2.00,1.00,0.00,0.00,38.00,100.00,0.03,0.00,0.00
-1,1.13,49,128,219,0.00,0.00,0.00,0.00,18.00,24.00,0.00,0.00,0.00
1,2.13,8,0,48,1.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,8.39,8,90,137,1.00,1.00,0.00,0.00,38.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00
1,3.47,8,2074,236,1.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
1,4.00,8,3080,245,2.00,1.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
-1,0.00,49,0,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
